DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,39,16,949,15,231,16.825372387141883,28.988245787439826,185.1863818254183
20240728,684,16,166,3,481,67.39691929373055,54.995173501415955,358.6079072048535
20240728,867,16,707,2,259,13.959210101956288,32.30513414722152,212.7356557508222
20240728,23,16,726,6,243,20.885248091325273,28.072814826701443,194.0419370819733
20240728,933,16,227,8,988,62.365373009368575,128.69265241535084,796.9419745752806
20240728,309,16,690,19,956,39.32106407851133,112.28718918377737,804.3917467377113
20240728,217,16,87,8,509,30.606560148866752,69.43558902193811,408.95785082919514
20240728,260,16,27,2,138,12.342671618234002,8.697648995921769,116.95967938584423
20240728,721,16,92,4,385,39.74425057348402,50.71718290485934,294.53856652165666
20240728,512,16,917,8,666,54.75616473941499,65.79300600159605,545.450829258989
20240728,961,16,198,8,214,31.781727982369464,28.736430118055367,153.48184189957516
20240728,353,16,665,1,601,82.98865445349747,49.64237433932284,468.3689712071797
20240728,298,16,396,8,763,94.65563612712474,79.94887359269438,588.3954902801809
20240728,944,16,330,17,466,27.010391457362097,30.351870287824603,408.6377382548133
20240728,795,16,355,17,727,36.151777781471665,67.3204273919651,623.5277948265632
20240728,983,16,570,7,701,79.99715927602325,60.32395708195409,560.6788836420226
20240728,92,16,456,19,798,85.67540601796217,88.4583096436568,623.8662843383811
20240728,173,16,189,17,227,4.9499284034346775,14.63864041995165,207.41143117661366
20240728,11,16,775,12,652,41.93566472972393,84.64605410113695,525.4182811691392
20240728,504,16,597,3,827,108.9374655179755,92.72509817140767,625.3374363106168
20240728,580,16,353,19,221,14.299027997885242,21.501930887541317,185.19904111457345
20240728,255,16,697,10,394,25.791283400534883,36.53439800509784,331.67431859436726
20240728,60,16,513,8,599,60.00714265402595,49.2681083464378,489.72474899953625
20240728,17,16,668,19,877,20.313935852110173,49.10988150074293,807.5761826471469
20240728,916,16,105,12,618,70.9069428842207,38.17387814204119,508.9191789737381
20240728,151,16,496,15,588,73.5363927518744,52.91014312025711,461.5534641278685
20240728,279,16,145,8,583,30.83638625259613,74.29772321179067,477.8658905356132
20240728,701,16,643,12,693,39.21901445636553,45.64430958042962,608.1366759632049
20240728,994,16,538,1,701,89.75855003801028,52.38467028190478,558.856779680085
20240728,19,16,128,19,101,10.375232466405308,10.316721463436366,80.30804607015833
20240728,23,16,768,14,661,70.14992885364654,75.50556485637773,515.3445062899757
20240728,674,16,695,8,823,118.68728190917726,86.07889807338016,618.2338200174426
20240728,241,16,471,9,441,38.33440827429095,58.012288564054444,344.6533031616546
20240728,653,16,645,18,555,65.65164448839982,71.58693378699395,417.76142172460624
20240728,946,16,236,11,325,8.236103346899359,25.365795949966532,291.3981007031341
20240728,490,16,988,1,780,90.76474476887535,42.912810710477004,646.3224445206477
20240728,752,16,135,1,308,17.564429851787082,16.827173204877674,273.60839694333526
20240728,94,16,7,12,129,18.799524095776096,19.166945887131646,91.03353001709226
20240728,194,16,639,16,514,52.49058649437002,76.71324378037063,384.79616972525935
20240728,363,16,908,6,938,81.1445068747855,115.78126202950705,741.0742310957074
20240728,460,16,296,14,793,19.448291653400652,45.65123484655442,727.9004735000449
20240728,214,16,747,14,504,73.57987959775215,35.52320259047766,394.8969178117702
20240728,545,16,217,5,576,27.73982595884511,69.85156745607267,478.4086065850822
20240728,107,16,198,19,398,43.88374021469614,20.746738621179162,333.3695211641247
20240728,50,16,969,7,448,9.344378065972053,31.126952765629383,407.52866916839855
20240728,428,16,505,3,540,73.44702566536861,58.503380683941934,408.0495936506894
20240728,417,16,268,11,763,75.53186211234762,97.97197606968048,589.4961618179718
20240728,564,16,926,19,822,112.42583578340526,74.75587226801997,634.8182919485748
20240728,845,16,970,18,234,16.439670631154613,30.75736855041972,186.80296081842567
20240728,437,16,238,15,559,62.69167084035667,53.20576377033234,443.102565389311
20240728,545,16,479,20,177,23.359879841131992,10.143035438991292,143.4970847198767
20240728,873,16,497,13,867,100.12594112833216,69.61741824493676,697.256640626731
20240728,579,16,47,18,863,39.317419887684714,77.06088924745153,746.6216908648637
20240728,168,16,465,4,159,4.857996922779542,20.439244831043887,133.7027582461766
20240728,779,16,57,10,522,59.88467585170356,34.8517536415515,427.26357050674494
20240728,822,16,991,4,569,36.51451643080585,53.25895605870298,479.22652751049117
20240728,800,16,554,5,902,57.55815248457072,57.72432017442146,786.7175273410078
20240728,496,16,795,19,829,114.81126225024953,75.45108889012137,638.7376488596291
20240728,226,16,587,15,327,33.40799730506764,17.60639183786368,275.98561085706865
20240728,133,16,266,7,460,44.23129078416851,49.36220254156989,366.4065066742616
20240728,791,16,655,5,670,46.50329619249464,98.06463019521087,525.4320736122945
20240728,804,16,897,8,383,45.524881140471216,57.32641039113021,280.1487084683986
20240728,53,16,941,20,179,21.04862858909747,13.434574668344954,144.51679674255757
20240728,766,16,17,15,915,134.16157773373183,79.4119358998475,701.4264863664207
20240728,404,16,251,16,223,32.8562749116011,17.589001728006174,172.55472336039273
20240728,216,16,898,6,562,72.30474009543346,66.99422409983711,422.70103580472943
20240728,368,16,55,13,965,24.48192577875879,86.60121172297609,853.9168624982651
20240728,560,16,27,12,279,25.578990791112478,22.77899321170132,230.6420159971862
20240728,842,16,994,12,107,5.425579663976039,14.474658952110417,87.09976138391355
20240728,899,16,637,20,352,24.74211491171947,22.40937125312907,304.8485138351515
20240728,703,16,100,19,604,37.68306904522525,79.14844261359973,487.168488341175
20240728,573,16,335,16,171,7.779818694620442,14.291727200517393,148.92845410486217
20240728,633,16,335,16,803,63.56963847552607,46.55612877199807,692.8742327524759
20240728,776,16,709,11,911,58.78671804231976,134.430938942884,717.7823430147962
