DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,350,13,117,15,399,47.535838333209696,39.64613689885121,311.8180247679391
20240728,790,13,255,19,671,25.209188561420227,33.67350813034096,612.1173033082388
20240728,345,13,660,14,896,62.333702684646504,129.49904134112398,704.1672559742295
20240728,974,13,38,17,824,120.26907822204066,104.43480818365597,599.2961135943034
20240728,508,13,222,17,635,57.547308732743595,38.32952652904135,539.1231647382151
20240728,174,13,761,8,742,92.58291353361282,38.37968470086085,611.0374017655263
20240728,745,13,507,6,742,108.77856669030889,37.49589467205124,595.7255386376398
20240728,506,13,720,20,219,18.76598813996299,18.78850158386327,181.44551027617374
20240728,289,13,349,20,193,17.37144259647199,28.019433860240675,147.60912354328735
20240728,847,13,491,1,820,57.621360216864694,51.56444829901257,710.8141914841227
20240728,108,13,993,18,162,6.33955015481172,11.686896431544392,143.97355341364388
20240728,506,13,463,4,566,73.30581763116359,51.896044679307636,440.79813768952874
20240728,649,13,915,12,629,92.51210860753686,55.81957909194215,480.668312300521
20240728,821,13,466,9,473,65.56268362872939,35.03682217987014,372.40049419140047
20240728,455,13,124,8,544,35.16991223537292,42.90874076789646,465.9213469967306
20240728,469,13,321,7,534,65.29263752721604,55.18692816611322,413.5204343066707
20240728,382,13,716,3,736,38.05479957663519,98.50245162954337,599.4427487938215
20240728,301,13,449,3,134,11.939573658160842,16.109563145278067,105.95086319656109
20240728,796,13,48,3,750,58.933700547658546,55.34930847426718,635.7169909780743
20240728,866,13,911,20,861,117.14841198876199,109.98358434838087,633.8680036628571
20240728,552,13,435,19,262,11.999542716676176,15.21936602454522,234.7810912587786
20240728,254,13,518,14,434,53.163263390291846,56.752335548216486,324.0844010614917
20240728,106,13,760,19,866,77.48410051978676,97.37875292312228,691.137146557091
20240728,583,13,769,17,435,33.924659173906065,48.62899045324913,352.4463503728448
20240728,467,13,171,11,122,5.520208837383842,11.825495367755396,104.65429579486076
20240728,273,13,496,8,393,18.170416726779404,23.333294402936552,351.49628887028405
20240728,443,13,701,9,269,6.674859282499634,34.76882232736116,227.5563183901392
20240728,169,13,292,9,425,20.747987257699485,49.94239757693717,354.3096151653633
20240728,51,13,348,20,756,44.34729201472077,100.05444331206964,611.5982646732095
20240728,412,13,244,9,818,54.97045202380939,58.929213500381714,704.100334475809
20240728,472,13,580,20,281,38.08312059537907,21.70562675607632,221.21125264854462
20240728,20,13,246,3,934,120.52911453674898,85.65387227823851,727.8170131850125
20240728,702,13,611,14,309,11.737509035650373,33.09752185154296,264.16496911280666
20240728,750,13,116,20,179,15.358175525240613,18.774500619394008,144.86732385536538
20240728,90,13,785,19,100,8.826289673924757,13.473930829663672,77.69977949641157
20240728,597,13,907,6,619,30.837931896421445,71.45522460140191,516.7068435021766
20240728,815,13,991,19,267,25.947071889282288,29.96228589942863,211.0906422112891
20240728,693,13,403,6,912,52.54427513761382,109.88340378026233,749.5723210821238
20240728,279,13,411,5,562,56.51776025099117,65.26316984755805,440.2190699014508
20240728,938,13,35,13,352,12.308674604385853,23.96614078190631,315.7251846137078
20240728,704,13,74,4,676,14.045317755566334,82.38281095209682,579.5718712923368
20240728,334,13,794,13,556,56.10365748775694,52.71706174815248,447.17928076409055
